time,Sentences
2011-07-13,"['DUBAI | Wed Jul 13 , 2011 7:13 am BST DUBAI -LRB- Reuters -RRB- - Saudi Arabia has helped damp down democracy movements sweeping the Arab world but is waiting now to see how events play out in places like Syria and Yemen for fear of overplaying its hand .', 'Credit : Reuters\\/Social Media Website via REUTERS TV DAMASCUS | Wed Jul 13 , 2011 1:22 pm EDT', 'The U.N. World Food Program also said Wednesday that two to three million people across Afghanistan are likely to need extra food aid from September following drought and a poor wheat harvest this year .', ""Thousands of people took to the streets of Albu Kamal in a night demonstration on Wednesday demanding Assad 's removal , activists said ."", 'After witnessing the sudden collapse of rulers in Egypt and Tunisia this year , the Al Saud family that monopolises power in Saudi Arabia orchestrated Gulf Arab moves to stop the unrest from spreading through the Gulf region .', 'Saudi , United Arab Emirates and Kuwaiti forces went to Bahrain in March to help crush protests threatening to force the ruling family there to make democratic changes .', 'DAMASCUS -LRB- Reuters', '-RRB-', '-LRB-', 'Reuters', 'lawyers and court officials said , the first payout by the U.S. company over these complaints .']"
2011-07-14,"[""2011 8:41 am BST SEOUL -LRB- Reuters -RRB- - Apple Inc 's Korean unit has paid compensation to a user of its popular iPhone after collecting location data without consent ,"", '-LRB-', 'Reuters', 'MELBOURNE -LRB- Reuters -RRB-']"
2011-07-15,"[""PARIS | Fri Jul 15 , 2011 1:50 pm EDT PARIS -LRB- Reuters -RRB- - Iranian Supreme Leader Ayatollah Ali Khameini backs offering $ 5.8 billion in aid to Syria to bolster its economy , a French newspaper said Friday , citing a report by a Tehran think-tank linked to Iran 's leadership ."", 'MELBOURNE -LRB- Reuters -RRB-']"
2011-07-16,"[""Encouraged by the widening protests , prominent opposition figures plan to convene a ` national salvation ' conference in Damascus on July 16 to reach a broad based blueprint for solving Syria 's political crisis ."", ""they fell after civil fighting between pro- and anti-regime -LRB- residents -RRB- started on Saturday , '' the Observatory said in statement ."", 'The bodies of four of them were found on Saturday with their eyes gouged out .']"
2011-07-17,"['Demonstrators march through the streets in Hajar al-Aswad in Damascus July 17 , 2011 .', 'Six more were found on Sunday .', '-LRB-']"
2011-07-18,"['BEIRUT | Mon Jul 18 , 2011 2:07 pm BST BEIRUT', 'BST CAIRO -LRB-']"
2011-07-19,"['BST CAIRO -LRB-', 'BST -LRB-', 'Reuters']"
2011-07-20,"[""Reuters -RRB- - Goran Hadzic , Serbia 's last major warcrimes fugitive , has been arrested , a Serb official said on Wednesday ."", 'ADEN\\/SANAA | Wed Jul 20 , 2011 7:17 pm BST ADEN\\/SANAA -LRB-', ""-RRB- - A blast in a booby-trapped car killed a Briton living in Yemen 's southern port city of Aden on Wednesday , officials said , and the British government urged its citizens to leave the country ."", ""Goran Hadzic attends a Serb Republic of Krajina 's Parliament session in Okucani in April 1993 ."", 'BST -LRB-', 'Reuters', 'Utilities import more fossil fuels as nuclear reactors stay offline -LRB- Rewrites lead , adds detail -RRB-']"
2011-07-21,"[""TOKYO , July 21 -LRB- Reuters -RRB- - Japan 's imports of liquefied natural gas -LRB- LNG -RRB- rose to a record high for the month of June as utilities used more fossil fuels to make up for the loss of nuclear reactors shut by the March earthquake and tsunami or kept offline due to safety concerns ."", '-RRB-']"
2011-07-22,"['BRUSSELS\\/ATHENS | Fri Jul 22 , 2011 4:17 pm', 'People holding a giant Syrian flag protest against President Bashar al-Assad after Friday prayers in the city center of Hama , July 22 , 2011 .', 'AMMAN -LRB- Reuters -RRB- - Syrian forces shot dead at least 11 people during mass protests on Friday against President Bashar al-Assad , rights activists and witnesses said .', 'BST BRUSSELS\\/ATHENS -LRB- Reuters', '-RRB-', '-RRB- - Michael Phelps has won 14 Olympic gold medals , 22 world championship titles and set numerous world records , yet the American still regards himself as just a regular guy .']"
2011-07-23,"[""Bolt overhauled his compatriot , who also ran his season 's best of 9.90 , in the last 15 metres while American Michael Rodgers finished third with 9.96 ."", ""`` It was not the best start , but I executed well overall , '' Bolt told reporters after finding his form in his last scheduled meeting ahead of next month 's world championships .""]"
2011-07-25,"['CAIRO | Mon Jul 25 , 2011 8:38 pm', ""- A court postponed Monday the trial of Egypt 's former interior minister over the killing of protesters until next week so that he will be tried alongside ousted President Hosni Mubarak ."", 'Some protesters at the court on the outskirts of Cairo on Monday hurled stones at the police van driving away', ""Adli , who had stood in the cage for defendants during Monday 's session ."", '`` Why did they postpone the trial today ?', ""The cabinet pledged Monday to clear out officials who held senior posts in Mubarak 's era , continue with public trials and press on with other reforms , such as setting a maximum wage for higher paid officials within a month ."", 'On Monday , Ford reported its eighth straight quarterly net profit , as revenue increased 13 percent to $ 35.5 billion .', 'BST CAIRO -LRB-', 'Reuters -RRB-', 'Civil War reenactor Jefferson Dedrick of Allegany ,', 'The event commemorates the 150th anniversary of the first major conflict of the Civil War .', 'An ultra-low latency infrastructure for electronic trading and data distribution', 'A connected approach to governance , risk and compliance Our next generation legal research platform', 'BST \\* Media-Saturn Q2 loss', '44 mln euros vs yr-ago profit', '-LRB- Reuters -RRB- -', ""The popular upheaval in Syria is growing bolder and the cracks in the establishment are getting deeper -- yet there is a long and bloody road ahead if protesters are to unseat President Bashar al-Assad and end his family 's 40 years in power ."", '-LRB-']"
2011-07-26,"[""LONDON , July 26 | Tue Jul 26 , 2011 4:48 pm BST LONDON , July 26 -LRB- Reuters -RRB- - Reuters will publish shortly a poll of economists on the probability the U.S. will lose its top-notch `` AAA '' credit rating from one of the major ratings agencies , as well as the odds of a debt default in August ."", '-LRB- Reuters -RRB- -', '-LRB-']"
2011-07-27,"['West Ham were selected to inherit the stadium , the centrepiece of the July 27 - August 12 Games , in February before Tottenham Hotspur sought a judicial review saying a 40 million pounds loan from Newham Council gave West Ham an unfair economic advantage and made the decision unlawful .']"
2011-07-29,"[""LONDON | Fri Jul 29 , 2011 11:36 am BST LONDON -LRB- Reuters -RRB- - British fund managers are heading to domestic stocks and bonds as mounting worries about sovereign debt in the euro zone and United States add to the UK 's allure as a safe haven in a volatile world , a Reuters poll shows ."", ""Analysts said a slew of key U.S. economic releases in the coming days , including Friday 's monthly jobs report , should keep risk appetite subdued ."", 'A monthly survey of 14 investment managers found the average allocation in global equity portfolios to the UK increased 3 percentage points to 15.6 percent in July from a month earlier .', 'Allocations to the euro zone and the United States , where fears of possible defaults on creaking sovereign debt burdens have rattled markets , both fell during the month .']"
2011-07-30,"[""We will respond in peaceful protest to Saturday 's events , '' Fahmy said ."", 'United Auto Workers Vice President of UAW-Ford Jimmy Settles -LRB-', 'L -RRB- and Ford Motor Co']"
2011-07-31,"['NEW YORK | Sun Jul 31 , 2011 4:58 pm BST NEW YORK', 'The purchase , from private equity owner Apax France , was flagged by Reuters on Sunday and adds to a string of deals designed to help the Airbus parent firm dispose of surplus cash .', 'But Syrian state television has been showing its own footage , apparently also shot on mobile phones , saying it was taken in Hama on Sunday .', 'BST FRANKFURT\\/PARIS -LRB- Reuters -RRB- - European aerospace group EADS -LRB- EAD .', 'The author is a Reuters Breakingviews columnist .', 'A young Syrian called Ausama Monajed was on a train to London .', 'BST NEW YORK -LRB- Reuters']"
2011-08-01,"['FRANKFURT\\/PARIS | Mon Aug 1 , 2011 6:19 pm', 'PA -RRB- kept up a hot pace of acquisitions with a $ 960 million -LRB- 589.9 million pounds -RRB- cash deal to buy satellite communications firm Vizada on Monday , chasing steadier sales from high-value services .', 'NEW YORK | Mon Aug 1 , 2011 9:55 pm', 'The London-based Syrian Observatory for Human Rights said 24 people were killed across Syria on Monday , including 10 in Hama .', ""Since the beginning of the fasting month of Ramadan on August 1 , Assad 's forces have stormed major urban centres and outlying regions where protests demanding political freedom and an end to 41 years of Assad family rule have been attracting crowds in larger numbers , human rights campaigners said ."", 'The crackdown coincided with the August 1 start of the Muslim Ramadan fast , when nightly prayers became the occasion for more protests against 41 years of harsh Baathist party rule .', 'BST FRANKFURT\\/PARIS -LRB- Reuters -RRB- - European aerospace group EADS -LRB- EAD .', 'A young Syrian called Ausama Monajed was on a train to London .', 'BST NEW YORK -LRB- Reuters', 'Residents told the BBC many people were fleeing to nearby villages , believing the army would gain full control .', ""More than 200 people were killed when Guatemalan soldiers attacked the northern village of Las Dos Erres in 1982 at the height of Guatemala 's civil war ."", 'The soldiers were given 30 years of prison for the deaths of each of the 201 killed in the attack .']"
